fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,type,pHValue,taste
5.5,0.315,0.38,2.6,0.033,10.0,69.0,0.9909,0.59,10.8,white,very acidic,normal
4.8,0.225,0.38,1.2,0.074,47.0,130.0,0.99132,0.4,10.3,white,quite acidic,normal
5.2,0.24,0.15,7.1,0.043,32.0,134.0,0.99378,0.48,9.9,white,quite acidic,normal
6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.99512,0.31,10.0,white,quite acidic,normal
6.6,0.27,0.32,1.3,0.044,18.0,93.0,0.99044,0.56,12.25,white,very acidic,bad
6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,0.52,10.2,white,quite acidic,normal
6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.99489,0.5,9.4,white,very acidic,normal
6.4,0.42,0.46,8.4,0.05,58.0,180.0,0.99495,0.46,9.7,white,very acidic,normal
6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,0.52,10.2,white,quite acidic,normal
6.9,0.31,0.33,12.7,0.038,33.0,116.0,0.9954,0.65,10.4,white,very acidic,normal
6.3,0.48,0.48,1.8,0.035,35.0,96.0,0.99121,0.74,12.2,white,midly acidic,normal
6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.99489,0.5,9.4,white,very acidic,normal
7.2,0.21,0.31,10.5,0.035,36.0,122.0,0.99478,0.4,10.6,white,very acidic,normal
6.8,0.32,0.43,1.6,0.05,4.0,65.0,0.99346,0.47,10.7,white,quite acidic,bad
7.9,0.3,0.6,1.85,0.048,13.0,106.0,0.99331,0.49,11.85,white,quite acidic,bad
5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,0.46,11.7,white,quite acidic,normal
5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,0.46,11.7,white,quite acidic,normal
5.2,0.185,0.22,1.0,0.03,47.0,123.0,0.99218,0.44,10.15,white,midly acidic,normal
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,0.44,11.6333333333333,white,quite acidic,normal
6.0,0.17,0.36,1.7,0.042,14.0,61.0,0.99144,0.54,10.8,white,quite acidic,normal
6.0,0.16,0.36,1.6,0.042,13.0,61.0,0.99143,0.54,10.8,white,quite acidic,normal
6.1,0.24,0.32,9.0,0.031,41.0,134.0,0.99234,0.26,12.3,white,quite acidic,good
5.5,0.3,0.25,1.9,0.029,33.0,118.0,0.98972,0.66,12.5,white,quite acidic,normal
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,0.44,11.65,white,quite acidic,normal
6.0,0.32,0.46,1.5,0.05,56.0,189.0,0.99308,0.49,9.6,white,quite acidic,bad
6.1,0.27,0.31,3.9,0.034,42.0,137.0,0.99218,0.46,10.9,white,quite acidic,normal
6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,0.46,10.8,white,quite acidic,normal
6.0,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,0.44,11.2,white,quite acidic,bad
5.0,0.24,0.19,5.0,0.043,17.0,101.0,0.99438,0.57,10.0,white,acidic,bad
6.1,0.26,0.25,2.9,0.047,289.0,440.0,0.99314,0.64,10.5,white,midly acidic,bad
6.3,0.23,0.5,10.4,0.043,61.0,132.0,0.99542,0.46,9.1,white,extremly acidic,normal
5.6,0.26,0.5,11.4,0.029,25.0,93.0,0.99428,0.49,10.5,white,quite acidic,normal
6.1,0.34,0.24,18.35,0.05,33.0,184.0,0.99943,0.61,9.3,white,very acidic,bad
6.2,0.35,0.25,18.4,0.051,28.0,182.0,0.99946,0.62,9.3,white,very acidic,normal
6.0,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,0.44,11.2,white,quite acidic,bad
7.3,0.36,0.62,7.1,0.033,48.0,185.0,0.99472,0.62,10.6,white,very acidic,normal
5.1,0.25,0.36,1.3,0.035,40.0,78.0,0.9891,0.64,12.1,white,quite acidic,good
5.5,0.16,0.26,1.5,0.032,35.0,100.0,0.99076,0.77,12.0,white,midly acidic,normal
6.4,0.19,0.35,10.2,0.043,40.0,106.0,0.99632,0.5,9.7,white,very acidic,normal
6.6,0.29,0.73,2.2,0.027,21.0,92.0,0.99,0.48,12.4,white,very acidic,normal
6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,0.47,13.6,white,very acidic,good
6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,0.47,13.6,white,very acidic,good
6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,0.53,11.8,white,extremly acidic,normal
6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,0.37,10.0,white,very acidic,normal
6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,0.37,10.0,white,very acidic,normal
6.2,0.15,0.27,11.0,0.035,46.0,116.0,0.99602,0.38,9.1,white,very acidic,normal
5.9,0.48,0.3,1.5,0.037,19.0,78.0,0.99057,0.42,11.9,white,midly acidic,good
5.3,0.4,0.25,3.9,0.031,45.0,130.0,0.99072,0.58,11.75,white,quite acidic,good
5.9,0.26,0.29,5.4,0.046,34.0,116.0,0.99224,0.41,11.4,white,quite acidic,normal
5.2,0.3,0.34,1.5,0.038,18.0,96.0,0.98942,0.48,13.0,white,midly acidic,good
6.4,0.32,0.25,5.0,0.055,28.0,138.0,0.99171,0.5,12.4,white,quite acidic,good
6.6,0.19,0.25,1.2,0.052,34.0,181.0,0.99352,0.42,9.4,white,quite acidic,good
6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,0.5,9.6,white,very acidic,normal
6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,0.5,9.6,white,very acidic,normal
6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,0.5,9.6,white,very acidic,normal
6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,0.5,9.6,white,very acidic,normal
6.4,0.28,0.45,8.6,0.057,47.0,223.0,0.99654,0.51,9.1,white,very acidic,bad
5.2,0.21,0.31,1.7,0.048,17.0,61.0,0.98953,0.37,12.0,white,quite acidic,good
7.1,0.24,0.34,1.2,0.045,6.0,132.0,0.99132,0.46,11.2,white,very acidic,bad
5.0,0.27,0.4,1.2,0.076,42.0,124.0,0.99204,0.47,10.1,white,quite acidic,normal
5.8,0.27,0.4,1.2,0.076,47.0,130.0,0.99185,0.45,10.3,white,very acidic,normal
5.9,0.27,0.32,2.0,0.034,31.0,102.0,0.98952,0.56,12.3,white,very acidic,normal
5.8,0.315,0.19,19.4,0.031,28.0,106.0,0.99704,0.4,10.55,white,extremly acidic,normal
6.0,0.59,0.0,0.8,0.037,30.0,95.0,0.99032,0.4,10.9,white,very acidic,bad
5.8,0.3,0.09,6.3,0.042,36.0,138.0,0.99382,0.48,9.7,white,very acidic,bad
5.6,0.3,0.1,6.4,0.043,34.0,142.0,0.99382,0.48,9.8,white,very acidic,bad
6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,0.53,8.9,white,very acidic,normal
6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,0.53,8.9,white,very acidic,normal
6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,0.59,10.2,white,very acidic,bad
6.9,0.25,0.29,2.4,0.038,28.0,76.0,0.99088,0.36,11.7,white,very acidic,good
4.4,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,0.36,12.8,white,midly acidic,good
3.9,0.225,0.4,4.2,0.03,29.0,118.0,0.989,0.36,12.8,white,midly acidic,good
6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,0.59,10.2,white,very acidic,bad
5.5,0.62,0.33,1.7,0.037,24.0,118.0,0.98758,0.39,13.55,white,very acidic,normal
6.2,0.3,0.42,2.2,0.036,28.0,128.0,0.9901,0.38,11.6,white,very acidic,normal
6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,0.53,8.9,white,very acidic,normal
4.7,0.785,0.0,3.4,0.036,23.0,134.0,0.98981,0.92,13.8,white,midly acidic,normal
6.0,0.31,0.32,7.4,0.175,47.0,159.0,0.9952,0.5,9.4,white,very acidic,normal
6.0,0.32,0.3,7.3,0.174,46.0,159.0,0.99519,0.49,9.4,white,very acidic,bad
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,0.55,10.7,white,very acidic,good
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,0.55,10.7,white,very acidic,good
5.7,0.33,0.32,1.4,0.043,28.0,93.0,0.9897,0.5,12.3,white,quite acidic,normal
5.9,0.32,0.19,14.5,0.042,37.0,115.0,0.99684,0.43,10.3,white,very acidic,bad
6.2,0.26,0.2,8.0,0.047,35.0,111.0,0.99445,0.42,10.4,white,very acidic,normal
6.0,0.2,0.33,1.1,0.039,45.0,126.0,0.99051,0.45,11.6,white,quite acidic,good
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,0.55,10.7,white,very acidic,good
5.8,0.28,0.34,2.2,0.037,24.0,125.0,0.98986,0.33,12.8,white,quite acidic,good
6.4,0.31,0.5,5.8,0.038,42.0,111.0,0.99189,0.53,11.9,white,very acidic,good
6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,0.35,12.1,white,quite acidic,bad
5.1,0.26,0.34,6.4,0.034,26.0,99.0,0.99449,0.41,9.2,white,quite acidic,normal
6.6,0.28,0.09,10.9,0.051,37.0,131.0,0.99566,0.62,9.5,white,extremly acidic,normal
6.0,0.17,0.3,7.3,0.039,39.0,104.0,0.99252,0.57,11.0,white,extremly acidic,normal
7.3,0.35,0.67,8.3,0.053,10.0,100.0,0.9959,0.5,10.9,white,very acidic,bad
6.0,0.26,0.24,1.3,0.053,66.0,150.0,0.9924,0.62,10.4,white,quite acidic,normal
5.4,0.375,0.4,3.3,0.054,29.0,147.0,0.99482,0.52,9.1,white,midly acidic,bad
7.0,0.17,0.42,1.0,0.075,19.0,71.0,0.99103,0.62,11.4,white,quite acidic,normal
5.1,0.26,0.33,1.1,0.027,46.0,113.0,0.98946,0.43,11.4,white,quite acidic,good
5.8,0.36,0.5,1.0,0.127,63.0,178.0,0.99212,0.45,9.7,white,very acidic,bad
5.7,0.4,0.35,5.1,0.026,17.0,113.0,0.99052,0.67,12.4,white,very acidic,normal
6.2,0.76,0.01,3.2,0.041,18.0,120.0,0.99026,0.94,13.7,white,quite acidic,good
6.1,0.41,0.2,12.6,0.032,54.0,136.0,0.99516,0.43,10.6,white,extremly acidic,normal
5.8,0.385,0.25,3.7,0.031,38.0,122.0,0.99128,0.63,11.2,white,quite acidic,normal
6.0,0.27,0.4,1.7,0.021,18.0,82.0,0.9891,0.95,13.1333333333333,white,quite acidic,normal
5.7,0.4,0.35,5.1,0.026,17.0,113.0,0.99052,0.67,12.4,white,very acidic,normal
5.8,0.36,0.5,1.0,0.127,63.0,178.0,0.99212,0.45,9.7,white,very acidic,bad
7.0,0.24,0.47,1.3,0.043,18.0,131.0,0.99176,0.45,11.0,white,very acidic,normal
6.8,0.23,0.48,1.5,0.036,35.0,165.0,0.99162,0.45,11.3,white,very acidic,normal
6.5,0.28,0.34,4.6,0.054,22.0,130.0,0.99193,0.46,12.0,white,quite acidic,good
6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,0.47,9.2,white,quite acidic,bad
6.0,0.34,0.29,6.1,0.046,29.0,134.0,0.99462,0.57,10.7,white,midly acidic,normal
6.0,0.34,0.29,6.1,0.046,29.0,134.0,0.99462,0.57,10.7,white,midly acidic,normal
6.7,0.22,0.33,1.2,0.036,36.0,86.0,0.99058,0.76,11.4,white,very acidic,normal
6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,0.47,9.2,white,quite acidic,bad
6.0,0.32,0.33,9.9,0.032,22.0,90.0,0.99258,0.43,12.1,white,very acidic,good
5.8,0.29,0.27,1.6,0.062,17.0,140.0,0.99138,0.35,11.1,white,quite acidic,normal
5.8,0.38,0.26,1.1,0.058,20.0,140.0,0.99271,0.43,9.7,white,quite acidic,normal
5.9,0.32,0.26,1.5,0.057,17.0,141.0,0.9917,0.36,10.7,white,quite acidic,bad
5.6,0.33,0.28,1.2,0.031,33.0,97.0,0.99126,0.58,10.9,white,midly acidic,normal
5.9,0.37,0.3,1.5,0.033,35.0,95.0,0.98986,0.56,12.0,white,quite acidic,good
5.6,0.295,0.26,1.1,0.035,40.0,102.0,0.99154,0.56,10.6,white,midly acidic,normal
6.7,0.5,0.36,11.5,0.096,18.0,92.0,0.99642,0.49,9.6,white,very acidic,bad
6.5,0.28,0.38,7.8,0.031,54.0,216.0,0.99154,0.42,13.1,white,very acidic,normal
5.3,0.275,0.24,7.4,0.038,28.0,114.0,0.99313,0.51,11.0,white,quite acidic,normal
5.2,0.405,0.15,1.45,0.038,10.0,44.0,0.99125,0.4,11.6,white,midly acidic,bad
6.8,0.34,0.36,8.9,0.029,44.0,128.0,0.99318,0.35,11.95,white,quite acidic,good
5.7,0.22,0.25,1.1,0.05,97.0,175.0,0.99099,0.62,11.1,white,midly acidic,normal
6.2,0.28,0.57,1.0,0.043,50.0,92.0,0.99004,0.36,11.5,white,very acidic,normal
5.6,0.34,0.25,2.5,0.046,47.0,182.0,0.99093,0.4,11.3,white,quite acidic,bad
4.8,0.29,0.23,1.1,0.044,38.0,180.0,0.98924,0.34,11.9,white,quite acidic,normal
6.6,0.38,0.29,2.4,0.136,15.0,93.0,0.99336,0.6,9.5,white,very acidic,bad
5.1,0.3,0.3,2.3,0.048,40.0,150.0,0.98944,0.46,12.2,white,quite acidic,normal
4.4,0.54,0.09,5.1,0.038,52.0,97.0,0.99022,0.4,12.2,white,midly acidic,good
7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,0.56,11.1,white,very acidic,normal
6.4,0.33,0.44,8.9,0.055,52.0,164.0,0.99488,0.48,9.6,white,very acidic,bad
7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,0.56,11.1,white,very acidic,normal
6.4,0.33,0.44,8.9,0.055,52.0,164.0,0.99488,0.48,9.6,white,very acidic,bad
6.2,0.23,0.38,1.6,0.044,12.0,113.0,0.99176,0.73,11.4,white,quite acidic,bad
5.2,0.25,0.23,1.4,0.047,20.0,77.0,0.99001,0.62,11.4,white,quite acidic,bad
6.2,0.35,0.29,3.9,0.041,22.0,79.0,0.99005,0.59,12.0666666666667,white,very acidic,normal
7.1,0.23,0.39,13.7,0.058,26.0,172.0,0.99755,0.46,9.0,white,extremly acidic,normal
7.1,0.23,0.39,13.7,0.058,26.0,172.0,0.99755,0.46,9.0,white,extremly acidic,normal
7.5,0.38,0.33,9.2,0.043,19.0,116.0,0.99444,0.42,11.4,white,very acidic,normal
6.4,0.35,0.51,7.8,0.055,53.0,177.0,0.99502,0.45,9.6,white,very acidic,bad
6.0,0.43,0.34,7.6,0.045,25.0,118.0,0.99222,0.37,11.0,white,very acidic,normal
6.0,0.52,0.33,7.7,0.046,24.0,119.0,0.99224,0.38,11.0,white,very acidic,normal
5.5,0.31,0.29,3.0,0.027,16.0,102.0,0.99067,0.56,11.2,white,quite acidic,normal
5.9,0.22,0.3,1.3,0.052,42.0,86.0,0.99069,0.47,11.55,white,quite acidic,normal
6.2,0.36,0.32,4.0,0.036,44.0,92.0,0.98936,0.5,13.3,white,quite acidic,good
6.0,0.41,0.23,1.1,0.066,22.0,148.0,0.99266,0.47,9.63333333333333,white,quite acidic,bad
6.2,0.355,0.35,2.0,0.046,31.0,95.0,0.98822,0.46,13.6,white,very acidic,normal
5.7,0.41,0.21,1.9,0.048,30.0,112.0,0.99138,0.55,11.2,white,quite acidic,normal
5.3,0.6,0.34,1.4,0.031,3.0,60.0,0.98854,0.38,13.0,white,quite acidic,normal
5.8,0.23,0.31,4.5,0.046,42.0,124.0,0.99324,0.64,10.8,white,quite acidic,normal
6.6,0.24,0.33,10.1,0.032,8.0,81.0,0.99626,0.51,9.8,white,very acidic,normal
6.1,0.32,0.28,6.6,0.021,29.0,132.0,0.99188,0.36,11.45,white,very acidic,good
5.0,0.2,0.4,1.9,0.015,20.0,98.0,0.9897,0.55,12.05,white,quite acidic,normal
6.0,0.42,0.41,12.4,0.032,50.0,179.0,0.99622,0.6,9.7,white,very acidic,bad
5.7,0.21,0.32,1.6,0.03,33.0,122.0,0.99044,0.52,11.9,white,quite acidic,normal
5.6,0.2,0.36,2.5,0.048,16.0,125.0,0.99282,0.49,10.0,white,midly acidic,normal
7.4,0.22,0.26,1.2,0.035,18.0,97.0,0.99245,0.41,9.7,white,very acidic,normal
6.2,0.38,0.42,2.5,0.038,34.0,117.0,0.99132,0.59,11.6,white,quite acidic,good
5.9,0.54,0.0,0.8,0.032,12.0,82.0,0.99286,0.36,8.8,white,quite acidic,bad
6.2,0.53,0.02,0.9,0.035,6.0,81.0,0.99234,0.35,9.5,white,quite acidic,bad
6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,0.5,9.53333333333333,white,very acidic,normal
6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,0.5,9.53333333333333,white,very acidic,normal
5.0,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,0.5,9.4,white,very acidic,normal
5.5,0.32,0.13,1.3,0.037,45.0,156.0,0.99184,0.38,10.7,white,quite acidic,bad
4.9,0.47,0.17,1.9,0.035,60.0,148.0,0.98964,0.35,11.5,white,quite acidic,normal
6.5,0.33,0.38,8.3,0.048,68.0,174.0,0.99492,0.5,9.6,white,very acidic,bad
6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,0.5,9.55,white,very acidic,normal
6.2,0.21,0.28,5.7,0.028,45.0,121.0,0.99168,1.08,12.15,white,quite acidic,good
6.2,0.41,0.22,1.9,0.023,5.0,56.0,0.98928,0.79,13.0,white,very acidic,good
6.8,0.22,0.36,1.2,0.052,38.0,127.0,0.9933,0.54,9.2,white,very acidic,bad
4.9,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,0.5,9.4,white,very acidic,normal
6.1,0.34,0.29,2.2,0.036,25.0,100.0,0.98938,0.44,11.8,white,very acidic,normal
5.7,0.21,0.32,0.9,0.038,38.0,121.0,0.99074,0.46,10.6,white,quite acidic,normal
6.5,0.23,0.38,1.3,0.032,29.0,112.0,0.99298,0.54,9.7,white,quite acidic,bad
6.2,0.21,0.29,1.6,0.039,24.0,92.0,0.99114,0.5,11.2,white,quite acidic,normal
6.6,0.32,0.36,8.0,0.047,57.0,168.0,0.9949,0.46,9.6,white,very acidic,bad
6.5,0.24,0.19,1.2,0.041,30.0,111.0,0.99254,0.46,9.4,white,extremly acidic,normal
5.5,0.29,0.3,1.1,0.022,20.0,110.0,0.98869,0.38,12.8,white,quite acidic,good
6.0,0.21,0.38,0.8,0.02,22.0,98.0,0.98941,0.32,11.8,white,quite acidic,normal
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,0.56,9.4,red,midly acidic,bad
7.8,0.88,0.0,2.6,0.098,25.0,67.0,0.9968,0.68,9.8,red,quite acidic,bad
7.8,0.76,0.04,2.3,0.092,15.0,54.0,0.997,0.65,9.8,red,quite acidic,bad
11.2,0.28,0.56,1.9,0.075,17.0,60.0,0.998,0.58,9.8,red,very acidic,normal
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,0.56,9.4,red,midly acidic,bad
7.4,0.66,0.0,1.8,0.075,13.0,40.0,0.9978,0.56,9.4,red,midly acidic,bad
7.9,0.6,0.06,1.6,0.069,15.0,59.0,0.9964,0.46,9.4,red,quite acidic,bad
7.3,0.65,0.0,1.2,0.065,15.0,21.0,0.9946,0.47,10.0,red,quite acidic,good
7.8,0.58,0.02,2.0,0.073,9.0,18.0,0.9968,0.57,9.5,red,quite acidic,good
7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,0.8,10.5,red,quite acidic,bad
6.7,0.58,0.08,1.8,0.097,15.0,65.0,0.9959,0.54,9.2,red,quite acidic,bad
7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,0.8,10.5,red,quite acidic,bad
5.6,0.615,0.0,1.6,0.089,16.0,59.0,0.9943,0.52,9.9,red,midly acidic,bad
7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,1.56,9.1,red,quite acidic,bad
8.9,0.62,0.18,3.8,0.176,52.0,145.0,0.9986,0.88,9.2,red,very acidic,bad
8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,0.93,9.2,red,very acidic,bad
8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,0.75,10.5,red,quite acidic,good
8.1,0.56,0.28,1.7,0.368,16.0,56.0,0.9968,1.28,9.3,red,very acidic,bad
7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,0.5,9.0,red,quite acidic,bad
7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,1.08,9.2,red,very acidic,normal
8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,0.53,9.4,red,quite acidic,normal
7.6,0.39,0.31,2.3,0.082,23.0,71.0,0.9982,0.65,9.7,red,midly acidic,bad
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,0.91,9.5,red,very acidic,bad
8.5,0.49,0.11,2.3,0.084,9.0,67.0,0.9968,0.53,9.4,red,very acidic,bad
6.9,0.4,0.14,2.4,0.085,21.0,40.0,0.9968,0.63,9.7,red,midly acidic,normal
6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,0.56,9.3,red,quite acidic,bad
7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,0.59,9.5,red,quite acidic,bad
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,0.91,9.5,red,very acidic,bad
7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,0.55,9.4,red,midly acidic,bad
7.8,0.645,0.0,2.0,0.082,8.0,16.0,0.9964,0.59,9.8,red,quite acidic,normal
6.7,0.675,0.07,2.4,0.089,17.0,82.0,0.9958,0.54,10.1,red,quite acidic,bad
6.9,0.685,0.0,2.5,0.105,22.0,37.0,0.9966,0.57,10.6,red,midly acidic,normal
8.3,0.655,0.12,2.3,0.083,15.0,113.0,0.9966,0.66,9.8,red,very acidic,bad
6.9,0.605,0.12,10.7,0.073,40.0,83.0,0.9993,0.52,9.4,red,midly acidic,normal
5.2,0.32,0.25,1.8,0.103,13.0,50.0,0.9957,0.55,9.2,red,quite acidic,bad
7.8,0.645,0.0,5.5,0.086,5.0,18.0,0.9986,0.55,9.6,red,midly acidic,normal
7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.9975,0.6,10.8,red,midly acidic,normal
8.1,0.38,0.28,2.1,0.066,13.0,30.0,0.9968,0.73,9.7,red,quite acidic,good
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,0.48,9.8,red,midly acidic,bad
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,0.83,10.5,red,quite acidic,bad
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,0.83,10.5,red,quite acidic,bad
8.8,0.61,0.3,2.8,0.088,17.0,46.0,0.9976,0.51,9.3,red,quite acidic,bad
7.5,0.49,0.2,2.6,0.332,8.0,14.0,0.9968,0.9,10.5,red,quite acidic,normal
8.1,0.66,0.22,2.2,0.069,9.0,23.0,0.9968,1.2,10.3,red,quite acidic,bad
6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,0.52,9.5,red,midly acidic,bad
4.6,0.52,0.15,2.1,0.054,8.0,65.0,0.9934,0.56,13.1,red,lightly acidic,bad
7.7,0.935,0.43,2.2,0.114,22.0,114.0,0.997,0.73,9.2,red,quite acidic,bad
8.7,0.29,0.52,1.6,0.113,12.0,37.0,0.9969,0.58,9.5,red,quite acidic,bad
6.4,0.4,0.23,1.6,0.066,5.0,12.0,0.9958,0.56,9.2,red,quite acidic,bad
5.6,0.31,0.37,1.4,0.074,12.0,96.0,0.9954,0.58,9.2,red,quite acidic,bad
8.8,0.66,0.26,1.7,0.074,4.0,23.0,0.9971,0.74,9.2,red,very acidic,bad
6.6,0.52,0.04,2.2,0.069,8.0,15.0,0.9956,0.63,9.4,red,midly acidic,normal
6.6,0.5,0.04,2.1,0.068,6.0,14.0,0.9955,0.64,9.4,red,quite acidic,normal
8.6,0.38,0.36,3.0,0.081,30.0,119.0,0.997,0.56,9.4,red,quite acidic,bad
7.6,0.51,0.15,2.8,0.11,33.0,73.0,0.9955,0.63,10.2,red,very acidic,normal
7.7,0.62,0.04,3.8,0.084,25.0,45.0,0.9978,0.53,9.5,red,quite acidic,bad
10.2,0.42,0.57,3.4,0.07,4.0,10.0,0.9971,0.63,9.6,red,very acidic,bad
7.5,0.63,0.12,5.1,0.111,50.0,110.0,0.9983,0.77,9.4,red,quite acidic,bad
7.8,0.59,0.18,2.3,0.076,17.0,54.0,0.9975,0.59,10.0,red,midly acidic,bad
7.3,0.39,0.31,2.4,0.074,9.0,46.0,0.9962,0.54,9.4,red,midly acidic,normal
8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,0.64,9.2,red,midly acidic,bad
7.7,0.69,0.49,1.8,0.115,20.0,112.0,0.9968,0.71,9.3,red,quite acidic,bad
7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,0.62,9.5,red,quite acidic,good
7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,0.57,9.8,red,quite acidic,bad
7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,0.39,10.9,red,midly acidic,bad
7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,0.39,10.9,red,midly acidic,bad
7.5,0.52,0.11,1.5,0.079,11.0,39.0,0.9968,0.58,9.6,red,midly acidic,bad
6.6,0.705,0.07,1.6,0.076,6.0,15.0,0.9962,0.58,10.7,red,midly acidic,bad
9.3,0.32,0.57,2.0,0.074,27.0,65.0,0.9969,0.79,10.7,red,quite acidic,bad
8.0,0.705,0.05,1.9,0.074,8.0,19.0,0.9962,0.95,10.5,red,quite acidic,normal
7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,0.54,9.5,red,quite acidic,normal
7.7,0.67,0.23,2.1,0.088,17.0,96.0,0.9962,0.48,9.5,red,quite acidic,bad
7.7,0.69,0.22,1.9,0.084,18.0,94.0,0.9961,0.48,9.5,red,quite acidic,bad
8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,0.53,9.2,red,quite acidic,bad
9.7,0.32,0.54,2.5,0.094,28.0,83.0,0.9984,0.82,9.6,red,quite acidic,bad
8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.9986,0.66,10.5,red,midly acidic,bad
8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.9986,0.66,10.5,red,midly acidic,bad
6.8,0.785,0.0,2.4,0.104,14.0,30.0,0.9966,0.55,10.7,red,midly acidic,normal
6.7,0.75,0.12,2.0,0.086,12.0,80.0,0.9958,0.52,10.1,red,quite acidic,bad
8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,1.12,9.1,red,very acidic,bad
6.2,0.45,0.2,1.6,0.069,3.0,15.0,0.9958,0.56,9.2,red,midly acidic,bad
7.8,0.43,0.7,1.9,0.464,22.0,67.0,0.9974,1.28,9.4,red,very acidic,bad
7.4,0.5,0.47,2.0,0.086,21.0,73.0,0.997,0.57,9.1,red,quite acidic,bad
7.3,0.67,0.26,1.8,0.401,16.0,51.0,0.9969,1.14,9.4,red,very acidic,bad
6.3,0.3,0.48,1.8,0.069,18.0,61.0,0.9959,0.78,10.3,red,midly acidic,normal
6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,0.59,10.1,red,midly acidic,bad
8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,1.95,9.9,red,extremly acidic,normal
